category,question,answer
دعوت از دوستان,چطور جایزه دعوت از دوستان را بگیرم (دعوت‌کننده‌ام),"دوست عزیز، سلام.
وقتی دوستی که به طاقچه دعوت کردید، اولین خریدش رو انجام بده، به شما و ایشون، یک ماه اشتراک طاقچه بی‌نهایت هدیه داده می‌شه. برای فعال کردن این هدیه، لازمه از «حساب کاربری» به بخش «دعوت از دوستان» برید. بالای صفحه، زبونهٔ «جایزه‌ها» رو انتخاب کنید و روی دکمهٔ «فعال‌سازی» بزنید تا اشتراک یک‌ماهه‌تون فعال بشه.
یادآوری: کد جایزه‌تون رو تا یک ماه بعد از زمانی که دوستتون خریدش رو انجام می‌ده، می‌تونید استفاده کنید.
"
دعوت از دوستان,چطور جایزه دعوت از دوستان را بگیرم (دعوت‌ شده‌ام),"دوست عزیز، سلام.

وقتی‌که اولین خریدتون رو انجام بدید، به شما و دوستی که به‌طاقچه دعوتتون کرده، یک ماه اشتراک طاقچه بی‌نهایت هدیه داده می‌شه. این اشتراک برای شما به‌طور خودکار فعال می‌شه."
طاقچه بی‌نهایت,چطور می‌توانم از کتابخانهٔ بی‌نهایت استفاده کنم؟,"دوست عزیز، سلام.

کتابخونهٔ اشتراکی «بی‌نهایت» جاییه شبیه کتابخونه‌ٔ عمومی. با تهیهٔ اشتراک (یک‌هفته، یک‌ماهه، شش‌ماهه یا یکساله) می‌تونید به کتاب‌های الکترونیکی و صوتی این بخش دسترسی داشته باشید. بعد از تموم‌شدن زمان اشتراک، کتاب‌ها از دسترسی شما خارج می‌شن اما می‌تونید با تمدید عضویت، دوباره به کتاب‌ها دسترسی داشته باشید. به‌طور پیوسته کتاب‌های جدید به طاقچه بی‌نهایت اضافه می‌شه."
طاقچه بی‌نهایت,ک,"دوست عزیز، سلام.

متأسفانه امکان لغو اشتراک وجود نداره. برای پیشگیری از چنین مسئله‌ای، قبل از خرید اشتراک، توی قسمت «طاقچه بی‌نهایت چیست» توضیح دادیم که در‌حال‌حاضر، کتابخونهٔ بی‌نهایت شامل بخشی از کتاب‌های متنی و صوتی طاقچه می‌شه، نه همهٔ اون.

خرید اول:

دوست عزیز، سلام.
برای پیشگیری از چنین مسئله‌ای، قبل از خرید اشتراک، توی قسمت «طاقچه بی‌نهایت چیست» توضیح دادیم که در‌حال‌حاضر، کتابخونهٔ بی‌نهایت شامل بخشی از کتاب‌های متنی و صوتی طاقچه می‌شه، نه همهٔ اون، اما از اونجایی که همراهی شما با طاقچه برای ما ارزشمند هست در صورت تمایل شما می‌تونیم خرید اشتراکتون رو لغو کرده و این مبلغ رو به کیف‌پول یا اعتبار طاقچه‌تون اضافه کنیم تا بتونید کتاب‌های موردعلاقه‌تون رو از طاقچه خریداری کنید. لطفاً این مورد رو بررسی کرده و نتیجه رو بهمون اطلاع بدید."
طاقچه بی‌نهایت,چرا کتابهای که از بی‌نهایت دریافت کردم نمیتونم آفلاین مطالعه کنم,"دوست عزیز، سلام.

برای رعایت حقوق ناشر، در هر لحظه، فقط آخرین کتاب دریافتی از قسمت «طاقچه بی‌نهایت» رو می‌تونید به‌صورت آفلاین مطالعه کنید. البته همۀ کتاب‌هایی که در طاقچه بی‌نهایت هستن، آنلاین در دسترس شماست."
طاقچه بی‌نهایت,با خرید اشتراک بی‌نهایت میتونم همه کتاب هارو مطالعه کنم,"دوست عزیز، سلام.
با داشتن اشتراک «بی‌نهایت» می‌تونید کتاب‌هایی رو که در دسته‌بندی بی‌نهایت قرار دارن، مطالعه کنید. این کتاب‌ها با علامت ∞ مشخص شده‌ن. برای دسترسی به کتاب‌های دیگه، می‌تونید اون‌ها رو بخرید."
طاقچه بی‌نهایت,چرا کتاب ها از قسمت بی‌نهایت حذف شدن,"دوست عزیز، سلام.

همهٔ کتاب‌های «طاقچه بی‌نهایت» با تصمیم ناشر در این بخش قرار می‌گیرن و با تصمیم ناشر از این بخش حذف می‌شون. از اینکه حذف بعضی کتاب‌ها باعث نارضایتی‌تون شده، متأسفیم و بازخوردتون رو به ناشران منتقل می‌کنیم.

در پاسخ به کاربرانی که نگران حذف کتاب درحال مطالعه‌شون هستن:

دوست عزیز، سلام.

همهٔ کتاب‌های «طاقچه بی‌نهایت» با تصمیم ناشر در این بخش قرار می‌گیرن و با تصمیم ناشر از این بخش حذف می‌شون. البته جای نگرانی وجود نداره و بعد از حذف کتاب‌ها ما کدتخفیف دریافت رایگان اون رو برای کاربرانی که ظرف یک هفته قبل از حذف کتاب درحال مطالعه‌اش بودن ارسال می‌کنیم تا بتونن به مطالعه‌شون ادامه بدن. 
شما کد مربوط به کتاب موردنظرتون رو دریافت نکردید؟"
طاقچه بی‌نهایت,رزرو اشتراک,"دوست عزیز، سلام.

امکان رزرو اشتراک تا حداکثر دو سال براتون وجود داره؛ یعنی نمی‌شه از الان بیشتر از دو سال اشتراک فعال داشت. هروقت مدت اشتراکتون از دو سال کمتر باشه، می‌تونید اون رو تمدید کنید و به سقف دو سال برسونید."
طاقچه بی‌نهایت,چگونه اشترک بی‌نهایت بخرم؟,"دوست عزیز، سلام.

در اپلیکیشن به قسمت «بی‌نهایت» برید و بر اساس مدت‌زمان (یک‌هفته‌ای، یک‌ماهه، شش‌ماهه یا یک‌ساله) اشتراک موردنظرتون رو انتخاب کنید. بعد از انتخابتون، به درگاه پرداخت فرستاده می‌شید. بعد از اینکه مراحل پرداخت رو کامل کردید، اشتراکتون فعال می‌شه."
طاقچه بی‌نهایت,"آیا بعد از تمام شدن مدت اشتراک، کتاب‌هایی که دریافت کرده‌ایم در کتابخانه‌مان باقی می‌ماند؟","دوست عزیز، سلام.

بعد از تموم‌شدن مدت اشتراکتون، عنوان کتاب‌ها توی کتابخانه‌تون باقی می‌مونه، ولی نمی‌تونید اون‌ها رو مطالعه کنید، چون فقط در مدت اشتراکتون امکان دسترسی به کتاب‌ها رو دارید. البته با تمدید اشتراک می‌تونید به کتابخانه‌تون برید و دوباره کتاب‌هایی رو که قبلاً از طریق «بی‌نهایت» به کتابخونه اضافه کرده بودید، مطالعه کنید."
طاقچه بی‌نهایت,"چند روز از اشتراکم باقی مانده، اگر اشتراک دیگری بخرم چگونه محاسبه می‌شود؟","دوست عزیز، سلام.

مدت‌زمان اشتراک جدیدی که می‌خرید، به مدت‌زمان اشتراک قبلی‌تون اضافه می‌شه و تا پایان مجموع زمان اشتراک‌ها امکان استفاده از «بی‌نهایت» رو دارید. البته امکان رزرو اشتراک حداکثر به مدت دو سال وجود داره؛ یعنی نمی‌شه از الان بیشتر از دو سال اشتراک فعال داشت. هروقت مدت اشتراکتون از دو سال کمتر باشه، می‌تونید اون رو تمدید کنید و به سقف دو سال برسونید."
طاقچه بی‌نهایت,وقتی می‌خواهم با اشتراکم کتاب دریافت کنم خطای سقف روزانه می‌دهد.,"دوست عزیز، سلام.

شما روزانه می‌تونید حداکثر ۳۰ کتاب از طاقچه بی‌نهایت دریافت کنید."
طاقچه بی‌نهایت,لیست کتاب‌های بی‌نهایت را کجا می‌توانم مشاهده کنم؟,"دوست عزیز، سلام.

می‌تونید از صفحهٔ اول سایت یا اپلیکیشن، به قسمت «بی‌نهایت» برید و کتاب‌های موجود در بی‌نهایت رو بر اساس دسته‌بندی‌های مختلف، ببینید. همین‌طور، اگه طاقچه‌تون به‌روزه، می‌تونید در بخش «جست‌وجو» عنوان کتاب موردنظرتون رو جست‌وجو کنید و وقتی نتایج به شما نشون داده شد، روی دسته‌بندی «بی‌نهایت» بزنید (عنوان دسته‌بندی‌ها بالای صفحه داخل بیضی نوشته شده). در این صورت، فقط کتاب‌هایی به شما نمایش داده می‌شه که مطابق جست‌وجوی شما توی طاقچه بی‌نهایت وجود دارن."
سازمانی,چطور میتونم از کد اشتراکی که دریافت کردم استفاده کنم؟(همکاری های سازمانی),"اگر نیاز به معرفی کلی داشت:

دوست عزیز، سلام.

طاقچه یه پلتفرم برای دسترسی به کتاب‌های الکترونیکی، صوتیه. طاقچه هم مثل یه کتابفروشیه و هم مثل یه کتابخونه؛ یعنی هم می‌تونید توی طاقچه کتاب‌ها رو بخرید و هم می‌تونید با داشتن اشتراک طاقچه، بدون خرید کتاب، اون رو مطالعه کنید. اشتراک طاقچه، با عنوان «بی‌نهایت» و با پنج نوع یک‌هفته‌ای، یک‌ماهه، سه‌ماهه، شش‌ماهه و یک‌ساله ارائه می‌شه.

اگر اشتراک فعال نداشت: 

دوست عزیز، سلام.

برای استفاده از کد اشتراکتون، اپلیکیشن رو باز کنید و از نوار پایین صفحه، بخش «بی‌نهایت» رو انتخاب کنید. توی صفحهٔ جدید، دکمهٔ «وارد کردن کد» رو بزنید. توی صفحهٔ بعد، مدت اشتراک خودتون رو انتخاب کنید و دکمهٔ مربوط به داشتن کد تخفیف رو بزنید. توی کادر بازشده، کد هدیه‌تون رو وارد کنید و دکمهٔ ثبت رو بزنید. توی این مرحله قیمت صفر می‌شه. روی دکمهٔ پرداخت اینترنتی بزنید و از مطالعهٔ کتاب‌ها در «طاقچه بی‌نهایت» لذت ببرید.

اگر اشتراک فعال داشت:

دوست عزیز، سلام.

برای استفاده از کد اشتراکتون، اپلیکیشن رو باز کنید و از نوار پایین صفحه، بخش «بی‌نهایت» رو انتخاب کنید. توی صفحهٔ جدید، «تمدید عضویت» رو بزنید. بعد، مدت اشتراک خودتون رو انتخاب کنید و دکمهٔ مربوط به تغییر تخفیف رو بزنید. توی کادر بازشده، کد هدیه‌تون رو وارد کنید و دکمهٔ ثبت رو بزنید. توی این مرحله قیمت صفر می‌شه. روی دکمهٔ پرداخت اینترنتی بزنید و از مطالعهٔ کتاب‌ها در «طاقچه بی‌نهایت» لذت ببرید."
طاقچه بی‌نهایت,چرا خرید کردم اشتراکم فعال نشده؟,"دوست عزیز، سلام.

خرید اشتراکتون با موفقیت انجام شده و اشتراکتون فعاله. لطفاً دوباره اقدام به دریافت کتاب‌های طاقچه «بی‌نهایت» کنید. این کتاب‌ها با علامت بی‌نهایت (∞) مشخص شده‌ن. اگه همچنان مشکلتون ادامه داشت، بهمون اطلاع بدید تا پیگیری کنیم."
طاقچه بی‌نهایت,دریافت کتاب از طاقچه بی‌نهایت در نسخه ویندوز,"دوست عزیز، سلام.

در‌حال‌حاضر امکان دریافت مستقیم کتاب‌های بخش بی‌نهایت در نسخه ویندوز وجود نداره.برای اینکار لازمه ابتدا از طریق اپلیکیشن موبایل کتاب موردنظرتون رو از بخش بی‌نهایت دریافت کنید تا بتونید روی نسخه ویندوز مطالعه‌اش کنید.البته داریم تلاش می‌کنیم که بتونیم این مسئله رو حل کنیم تا به زودی بتونید روی نسخهٔ ویندوز طاقچه هم کتاب‌های بخش بی‌نهایت رو دریافت کنید. از همراهی صبورانه‌تون ممنونیم."
طاقچه بی‌نهایت,چرا قیمت اشتراک افزایش پیدا کرده,"دوست عزیز، سلام.

طبق قراردادی که با ناشران کتاب داریم، بر اساس مقدار مطالعه‌ای که شما عزیزان از کتاب‌های موجود در بی‌نهایت می‌کنید، حقوق مادی ناشر رو محاسبه و تسویه می‌کنیم. از اونجا که به‌طور کلی میانگین قیمت کتاب توی بازار نشر بیشتر شده، عملاً گذاشتن کتاب‌ها توی طرح اشتراکی (بی‌نهایت) به ضرر ناشران تموم می‌شد. بنابراین ناچار بودیم قیمت اشتراک بی‌نهایت رو بیشتر کنیم تا انگیزهٔ ناشران برای همکاری با طرح بی‌نهایت از بین نره."
طاقچه بی‌نهایت,پیشنهاد اضافه شدن کتاب به بخش بی‌نهایت,"دوست عزیز، سلام.

ممنونیم از اینکه ما رو همراهی می‌کنید و با پیشنهادتون بهمون کمک می‌کنید.اضافه‌شدن کتاب‌ها به طاقچه بی‌نهایت، به هماهنگی و موافقت ناشر نیاز داره. ما کتاب پیشنهادی‌تون رو از ناشر درخواست می‌کنیم و تلاش می‌کنیم در زودترین زمان ممکن اون رو روی طاقچه بی‌نهایت بذاریم. از صبرتون متشکریم."
طاقچه بی‌نهایت,مشاهده روزهای باقیمانده‌ی بی‌نهایت,"آی‌او‌اس:
دوست عزیز، سلام.

به قسمت «حساب کاربری‌» برید و در بخش «تمدید عضویت»، تعداد روزهای باقی‌موندهٔ اشتراکتون رو ببینید.
به‌جز اون، توی اپلیکیشن، در قسمت «بی‌نهایت»، تعداد روزهای باقی‌موندهٔ اشتراکتون بالای صفحه نوشته شده.

اندروید:
دوست عزیز، سلام.

توی اپلیکیشن، در قسمت «بی‌نهایت» تعداد روزهای باقی‌موندهٔ اشتراکتون بالای صفحه نوشته شده.

سایت:
دوست عزیز، سلام.

به قسمت «حساب کاربری‌» برید و در بخش «تمدید عضویت»، تعداد روزهای باقی‌موندهٔ اشتراکتون رو ببینید."
طاقچه بی‌نهایت,مشاهده دسته‌بندی دلخواه در بخش بی‌نهایت,"دوست عزیز، سلام.

می‌تونید از صفحهٔ اول سایت یا اپلیکیشن، به قسمت «بی‌نهایت» برید و کتاب‌های موجود در بی‌نهایت رو بر اساس دسته‌بندی‌های مختلف، ببینید."
طاقچه بی‌نهایت,خرید اشتباه اشتراک هدیه,"دوست عزیز، سلام.

شما این اشتراک رو به شکل هدیه خریداری کردید و همونطور که در قوانین این بخش گفتیم، امکان فعالسازی اشتراک هدیه برای حساب کاربری که اشتراک با آن خریداری شده‌ وجود نداره. "
طاقچه بی‌نهایت,چطور می‌تونم اشتراک بی‌نهایت رو هدیه بدم؟,"دوست عزیز، سلام.
برای خرید اشتراک بی‌نهایت به شکل هدیه به صفحهٔ فروشگاه در سایت یا اپلیکیشن طاقچه برید.روی بنر نارنجی رنگ هدیه اشتراک بزنید.مدت زمان و طرح اشتراک موردنظرتون رو انتخاب کنید و مراحل خرید رو تکمیل کنید.لینکی که براتون ارسال میشه رو می‌تونید، حداکثر تا یکسال آینده برای دوستانتون ارسال کنید."
طاقچه بی‌نهایت,در پاسخ به کاربرانی که کتابشون از بی‌نهایت حذف شده و کد دریافت کردن,"دوست عزیز، سلام.

کدی که براتون ارسال شده برای دریافت کتاب «----» که در بخش بی‌نهایت در حال مطالعه‌اش بودید.
این کتاب به درخواست ناشر از بخش بی‌نهایت خارج شده و از اونجایی که شما در حال مطالعه اون بودید ما کد دریافت رایگان این کتاب رو براتون ارسال کردیم تا بتونید به مطالعه‌‌اش ادامه بدید.
اگه برای دریافت کتاب نیاز به راهنمایی داشتید حتما بهمون اطلاع بدید."
طاقچه بی‌نهایت,در پاسخ به کاربرانی که می‌خوان کتاب‌های صوتی بی‌نهایت رو دریافت کنن,"دوست عزیز، سلام.

درحال‌حاضر در بخش بی‌نهایت بیش از ۴۰۰۰۰ عنوان کتاب متنی و صوتی موجوده. شما می‌تونید در بخش بی‌نهایت از طریق دسته‌بندی‌های محبوب‌ترین‌ها، تازه‌های صوتی و شنیده‌شده‌ترین کتاب‌ها به لیست کتاب‌های صوتی بخش بی‌نهایت دسترسی داشته باشید.
همچنین می‌تونید در بخش «جست‌وجو» عنوان کتاب موردنظرتون رو جست‌وجو کنید و وقتی نتایج به شما نشون داده شد، کتاب‌هایی که علامت ∞ رو دارند با اشتراکتون دریافت و مطالعه کنید."
طاقچه بی‌نهایت,نحوه خرید اشتراک با کیف پول بازار,"دوست عزیز، سلام.

ابتدا مدت زمان اشتراک موردنظرتون رو انتخاب کنید. گزینه‌ٔ «خرید» رو بزنید تا به صفحهٔ خرید منتقل بشید. در این مرحله می‌تونید «پرداخت از کیف پول بازار» رو انتخاب کنید. پرداخت به‌صورت خودکار انجام می‌شه و اشتراکتون فعال میشه و می‌تونید از کتاب‌های بخش بی‌نهایت استفاده کنید."
طاقچه بی‌نهایت,امکان خرید اشتراک هدیه با تخفیف,"دوست عزیز، سلام.

درحال‌حاضر امکان استفاده از کد تخفیف برای خرید اشتراک به شکل هدیه وجود نداره. ممنون از وقتی که می‌ذارید و با بازخوردتون به ما کمک می‌کنید تا خدمات بهتری ارا‌ئه بدیم. موردی رو که مطرح کردید، به همکارانمون منتقل می‌کنیم.
"
طاقچه بی‌نهایت,نحوه دسترسی به صفحه هدیه اشتراک,"دوست عزیز، سلام.

از طریق لینک زیر می‌تونید اشتراک بی‌نهایت رو به شکل هدیه خریداری کنید.

https://taaghche.com/subscription/giftcard?utm_campaign=jashneketab&utm_source=tgstore&utm_medium=banner"
قوانین و مقررات,آیا کتاب‌های موجود در طاقچه با اجازه ناشر و بدون سانسور است؟,"دوست عزیز، سلام.

همهٔ کتاب‌‌های موجود در طاقچه (کتاب الکترونیکی، کتاب صوتی، روزنامه، مجله) با هماهنگی ناشر (مالک حقوق اثر) و رعایت قوانین حق نشر (کپی‌رایت) منتشر می‌شن. ما فایل کتاب‌ها رو از ناشر می‌گیریم و اون‌ها رو بدون تغییر روی طاقچه می‌ذاریم."
قوانین و مقررات,کتاب‌ها چطور قیمت‌گذاری می‌شوند و سهم طاقچه چقدر است؟,"دوست عزیز، سلام.

قیمت نسخه‌ٔ الکترونیکی یا صوتی کتاب‌ها رو (مثل نسخهٔ چاپی) ناشر مشخص می‌کنه و طاقچه نقشی تو این موضوع نداره. البته ما توی طاقچه تلاش می‌کنیم با دادن تخفیف‌ و با کتابخونهٔ اشتراکی «بی‌نهایت» دسترسی به کتاب‌ها رو آسون‌تر کنیم."
قوانین و مقررات,در پاسخ به نظراتی که در قسمت بازخورد ارسال میشود,"دوست عزیز، سلام.

از همراهی شما ممنونیم. لطفاً چنین موارد رو در قسمت «نظرات» با ما در میون بذارید تا کاربران دیگه هم بتونن اون رو بخونن و ازش استفاده کنن.

همچنین برای اینکه تجربهٔ‌ کاربری بهتری داشته باشید و با اختلالی مواجه نشید لطفاً آخرین نسخهٔ‌ اپلیکیشن طاقچه رو به‌صورت مستقیم از سایت طاقچه دانلود کنید: http://taaghche.com/download"
قوانین و مقررات,درخواست بازگشت وجه,"دوست عزیز، سلام.

لطفاً درخواستتون رو به آدرس ایمیل support@taaghche.ir بفرستید. بررسی‌ش می‌کنیم و نتیجه رو بهتون اطلاع می‌دیم."
قوانین و مقررات,چرا قیمت کتاب افزایش پیدا کرده؟,"دوست عزیز، سلام.

این افزایش قیمت به درخواست ناشر انجام شده و باید در تمام اپلیکیشن‌ها یکسان باشه.
به ناشر اطلاع می‌دیم تا این موضوع رو پیگیری کنه.
ممنون که مسئله رو به ما اطلاع دادید."
قوانین و مقررات,طاقچه دقیقا چیکار میکنه؟,"دوست عزیز، سلام.

ما یه فروشگاه آنلاین کتاب برای دسترسی به کتاب‌های الکترونیکی و صوتی هستیم.
برای آشنا شدن بیشتر با طاقچه لطفاً یادداشت زیر رو بخونید:
https://taaghche.com/aboutus"
قوانین و مقررات,درخواست تعویض کتاب,"دوست عزیز، سلام.

متأسفانه نمی‌تونیم کتاب رو براتون تعویض کنیم. برای اینکه این مشکل پیش نیاد، در صفحۀ هر کتاب فایل نمونه‌ش رو به‌صورت رایگان گذاشتیم. می‌تونید با دانلود نمونه، بهتر برای خرید کتاب‌هاتون تصمیم بگیرید."
قوانین و مقررات,پیام نامرتبط در بریده و نظرات,"دوست عزیز، سلام.
این اخطار به‌دلیل رعایت‌نکردن قوانین مربوط به نظرات (نوشتن پیام نامرتبط زیر کتاب) برای شما فرستاده شده است. درصورتی‌که اخطار دوم را دریافت کنید، فعالیت‌های شما برای مدت مشخصی محدود خواهد شد. ممنون از اینکه ما را همراهی می‌کنید و با رعایت مقررات، کمک می‌کنید طاقچه فضایی خوشایندتر داشته باشد. قوانین مربوط به نظردهی، در شرایط استفاده از طاقچه آمده است: https://taaghche.com/termsAndConditions

اعمال محدودیت:

دوست عزیز، سلام.
متأسفانه به‌خاطر رعایت‌نکردن قوانین مربوط به نظردهی در طاقچه (نوشتن پیام نامرتبط زیر کتاب) فعالیت‌های شما به مدت یک ماه محدود خواهد شد. پس از پایان این دوره می‌توانید به فعالیت‌های خود ادامه دهید. با احترام

در پاسخ کاربر معترض به حذف نظر:

دوست گرامی، سلام.
از همراهی‌تون با طاقچه، ممنونیم. هدف ما از ایجاد بخش کتابگردی، آسون‌کردن تعامل و گفتگو دربارهٔ کتاب‌ها بوده. این بخش کمک می‌کنه افراد کتاب‌ها و مسائل مربوط بهشون رو بیشتر بشناسن، بهتر بتونن از تجربهٔ مطالعهٔ بقیه استفاده کنن و تجربهٔ مطالعهٔ خودشون رو به گوش بقیه برسونن. برای اینکه این فضا از مسیر اصلی‌ش دور نشه، توی مقررات کتابگردی آوردیم که نظرات نامرتبط با کتاب‌ها حذف می‌شن. این مسئله جدا از درستی یا نادرستی محتوای پیام‌ها و جدا از مخالفت یا موافقت طاقچه با مضمون اون‌هاست. ممنونیم که با رعایت قوانین استفاده از کتابگردی، به طاقچه و دوستان کتاب‌خونش کمک می‌کنید راحت‌تر و سریع‌تر از نظر بقیه دربارهٔ کتاب دلخواهشون مطلع بشن.

در پاسخ به علت محدودیت‌های اخیر:

دوست عزیز، سلام.
هدف ما از ایجاد بخش کتابگردی، در دسترس قرار دادن محیطی بوده که بشه راحت توش دربارۀ کتابا با هم گفتگو کرد و تجربه‌های کتاب‌خونی رو به گوش بقیه رسوند. اخیرا، فضای کتابگردی از هدف اصلی خودش دور شده بود و پیام‌های زیادی که به کتاب مربوط نبودن، منتشر می‌شد. مطابق قوانین طاقچه، ما باید این پیام‌ها رو حذف کنیم. حذف تک‌تک پیام‌ها و کپشن‌هایی که مقررات نظردهی رو نادیده گرفته بودن، برای ما مشکلاتی درست کرده بود. بنابراین تصمیم گرفتیم هر بریده و نظری که از اول شهریور نوشته شده، ابتدا به لحاظ رعایت مقررات طاقچه بررسی بشه و بعد منتشر بشه. اگر نظرات و کپشن‌های نوشته‌شده، مطابق مقررات نظردهی طاقچه باشن، بدون اینکه موافقت یا مخالفت خودمون رو با اون‌ها در نظر بگیریم، منتشرشون می‌کنیم. البته این بررسی حداکثر ۴۸ ساعت کاری زمان می‌بره و همراهی و شکیبایی شما در این فرایند به ما کمک بزرگی می‌کنه. مقررات نظردهی رو می‌تونید اینجا بخونید: https://kb.taaghche.com/kbtopic/%da%a9%d8%aa%d8%a7%d8%a8%da%af%d8%b1%d8%af%db%8c/"
قوانین و مقررات,اشتباه به جای کتاب صوتی متنی اش رو خریدم میشه عوض اش کنید,"دوست عزیز، سلام.

متأسفیم که این اشتباه براتون پیش اومده. متأسفانه نمی‌تونیم کتاب صوتی و متنی رو براتون عوض کنیم. برای اینکه این مشکل پیش نیاد، در صفحۀ هر کتاب فایل نمونه‌ش رو به‌صورت رایگان گذاشتیم. می‌تونید با دانلود نمونه، بهتر برای خرید کتاب‌هاتون تصمیم بگیرید."
قوانین و مقررات,اعتراض در مورد جایزه‌های گردونه,"دوست عزیز، سلام.
حتماً بازخوردتون رو به همکارانمون در تیم طراحی گردونه منتقل می‌کنیم. برای اینکه بتونیم گردونه رو حفظ کنیم، هربار تغییراتی برای بهینه‌شدنش می‌دیم. بعضی از این تغییرات ممکنه جذابیت گردونه رو کمتر کنه، اما به ما و ناشرها این امکان رو می‌ده تا بتونیم گردونه رو حفظ کنیم.
توی این گردونه هم مثل گردونه‌های قبلی، همهٔ گزینه‌ها شانسِ برنده شدن دارند و هیچ گزینه‌ای شانسش صفر نیست. امیدواریم تو روزهای آینده بتونید جایزهٔ خوبی ببرید."
قوانین و مقررات,اگر من همراه دوست یا اعضای خانواده‌ام مشترکا از یک حساب کاربری استفاده کنیم اشکالی (شرعاً یا اخلاقاً یا...) دارد؟,"دوست عزیز، سلام.

هر حساب کاربری، برای استفادهٔ یک نفر در نظر گرفته شده. این پیش‌فرض اساس مدل‌های مالی و قیمت‌گذاری نسخهٔ الکترونیکی و صوتی رو شکل داده. بنابراین اگه دو نفر از یک حساب کاربری استفاده کنن، درواقع سود کمتری به ناشر و پدیدآور می‌رسه و حقوقشون ضایع می‌شه. به همین دلیل، طاقچه و ناشران رضایت ندارن که از یک حساب کاربری، دو یا چند نفر استفاده کنن."
قوانین و مقررات,زمانی که کتابی را دانلود می‌کنیم محدودیت زمانی برای مطالعه آن وجود دارد؟,"دوست عزیز، سلام.

همهٔ کتاب‌هایی که از طاقچه می‌خرید، همیشه روی سامانهٔ ابری طاقچه باقی می‌مونه و هیچ محدودیت زمانی‌ای برای دسترسی به اون‌ها وجود نداره."
قوانین و مقررات,چرا نمیتونم کتابی که خریدم رو تو سایت بخونم؟,"دوست عزیز، سلام.

نوع کتابی که خریدید، پی‌دی‌افه. این نوع کتاب، برای حفظ امنیت فایل‌ها و رعایت حقوق ناشر، توی سایت طاقچه دردسترس نیست. برای مطالعهٔ کتاب‌های پی‌دی‌اف لطفاً از اپلیکیشن موبایل یا نسخهٔ ویندوز طاقچه استفاده کنید."
قوانین و مقررات,میشه فرمت کتاب رو تغییر بدید؟,"دوست عزیز، سلام.

خوشحالیم که طاقچه رو برای کتاب‌خوندن انتخاب کردید.
همهٔ کتاب‌‌های دیجیتال موجود در طاقچه (کتاب الکترونیکی، کتاب صوتی، روزنامه، مجله) با هماهنگی ناشر (صاحب‌امتیاز اثر) و رعایت قوانین حق نشر در طاقچه منتشر می‌شه. بعد از دریافت فایل کتاب از ناشر، اگر برای ما امکان تغییر فرمت فایل به ای‌پاب باشه و ناشر هم محدودیتی نذاشته باشه، فایل رو با فرمت ای‌پاب منتشر می‌کنیم. در غیر این صورت، فایل با فرمت پی‌دی‌اف منتشر می‌شه.
متأسفانه الان امکان تغییر این سازوکار وجود نداره، ولی بازخوردتون رو به همکارانمون و به ناشران منتقل می‌کنیم تا در آینده بتونیم به راهکاری برای رفع نیاز شما برسیم.
ممنونیم که با بازخوردتون بهمون کمک می‌کنید."
قوانین و مقررات,در جواب کاربرانی که با محتوای یک کتاب مشکل دارن و طاقچه رو مسئول میدونن,"دوست عزیز، سلام.

ممنونیم که دغدغه‌تون رو با ما در میون گذاشتید. از اینکه دوستان دغدغه‌مندی مثل شما داریم، خیلی خوشحالیم.
ما خودمون رو ملزم می‌دونیم که فقط کتاب‌های دارای مجوز رو در طاقچه عرضه کنیم. مرجع اصلی ما برای غربال کتاب‌ها، وزارت فرهنگ و ارشاد اسلامیه. وقتی این وزارتخونه به کتابی مجوز بده، انتشارش در طاقچه بلامانعه. کتاب .......... بارها از این وزارتخونه مجوز چاپ گرفته و انتشارش منعی نداره.
ممنونیم که با ما در ارتباطید."
قوانین و مقررات,اگر در مورد نماد الکترونیکی سایت پرسیدن,"دوست عزیز، سلام.

از اینکه دغدغه‌تون رو با ما در میون گذاشتید، ممنونیم. مجموعۀ ما از سال ۹۲ فعالیتش رو شروع کرده. از آبان ۹۳ محصولمون رو رسماً با اسم «طاقچه» رونمایی کردیم و تا امروز با بیش از ۲۰۰۰ ناشر رسمی، همکاری می‌کنیم.
مجوز نماد اعتماد الکترونیک منقضی نشده، اما متأسفانه گزارش‌هایی مثل گزارش شما گرفتیم که این نماد تو سایت ما غیرفعال نشون داده می‌شه. در حال پیگیری موضوع هستیم. برای اطمینان خاطر، می‌تونید مستقیماً به سایت «ای‌نماد» برید و نماد اعتماد الکترونیک ما رو اعتبارسنجی کنید. 
اگر اجازه بدید، در این باره راهنمایی بیشتری کنیم، چون دغدغۀ شما رو کاملاً درک می‌کنیم و بهتون حق می‌دیم:
۱. برای اعتبارسنجی نماد اعتماد الکترونیک، به سایت enamad.ir برید.
۲. توی صفحۀ اصلی، «لیست کسب‌وکارهای دارای اینماد» رو انتخاب کنید.
۳. توی صفحۀ جدید، توی قسمت جست‌وجو، عبارت taaghche.com (یعنی سایت رسمی طاقچه) رو وارد کنید.
۴. کد امنیتی رو ثبت کنید.
۵. کلید جست‌وجو رو بزنید.
۶. اطلاعات نماد اعتماد طاقچه به شما نمایش داده می‌شه که تا ۱۹ آبان ۱۴۰۳ اعتبار داره.
از صبوری و همراهی شما ممنونیم."
